model_id,n_metabolites,n_reactions,n_genes,biomass_rxn,n_exchanges_total,n_exchanges_open,status,growth_flux,grows,error
GCF_000007785.1,134,132,130,bio1,25,18,optimal,0.0,False,
GCF_000006175.1,105,88,98,bio1,21,14,optimal,0.0,False,
GCF_000006785.2,118,113,92,bio1,24,17,optimal,0.0,False,
GCF_000006805.1,136,136,121,bio1,26,15,optimal,0.0,False,
GCF_000007585.1,126,110,74,bio1,24,17,optimal,0.0,False,
GCF_000007605.1,113,100,49,bio1,24,17,optimal,0.0,False,
GCF_000007425.1,118,112,91,bio1,24,17,optimal,0.0,False,
GCF_000008205.1,93,80,57,bio1,21,14,optimal,0.0,False,
GCF_000008225.1,93,80,59,bio1,21,14,optimal,0.0,False,
GCF_000008245.1,90,79,45,bio1,20,13,optimal,0.0,False,
GCF_000008265.1,124,109,90,bio1,21,14,optimal,0.0,False,
GCF_000008025.1,107,97,74,bio1,20,13,optimal,0.0,False,
GCF_000008045.1,113,93,66,bio1,19,12,optimal,0.0,False,
GCF_000008065.1,111,107,73,bio1,23,16,optimal,0.0,False,
GCF_000008365.1,95,83,49,bio1,21,14,optimal,0.0,False,
GCF_000008385.1,103,94,73,bio1,19,12,optimal,0.0,False,
GCF_000008405.1,93,80,60,bio1,21,14,optimal,0.0,False,
GCF_000008605.1,94,85,32,bio1,23,16,optimal,0.0,False,
GCF_000008625.1,122,119,116,bio1,24,17,optimal,0.0,False,
GCF_000008645.1,111,90,97,bio1,21,14,optimal,0.0,False,
GCF_000008665.1,144,129,158,bio1,24,17,optimal,0.0,False,
GCF_000008685.2,96,87,39,bio1,22,15,optimal,0.0,False,
GCF_000008725.1,109,95,48,bio1,24,17,optimal,0.0,False,
GCF_000008745.1,112,99,48,bio1,24,17,optimal,0.0,False,
GCF_000008765.1,140,137,127,bio1,24,17,optimal,0.0,False,
GCF_000008285.1,136,141,160,bio1,25,18,optimal,0.0,False,
GCF_000008305.1,92,82,46,bio1,21,14,optimal,0.0,False,
GCF_000008325.1,150,154,179,bio1,24,17,optimal,0.0,False,
GCF_000008345.1,137,150,165,bio1,28,19,optimal,0.0,False,
GCF_000007925.1,118,111,85,bio1,23,16,optimal,0.0,False,
GCF_000007945.1,136,144,99,bio1,28,19,optimal,0.0,False,
GCF_000008545.1,121,111,114,bio1,22,15,optimal,0.0,False,
GCF_000008565.1,147,147,127,bio1,24,17,optimal,0.0,False,
GCF_000008885.1,109,99,56,bio1,20,13,optimal,0.0,False,
GCF_000008925.1,124,125,100,bio1,24,17,optimal,0.0,False,
GCF_000008945.1,119,115,85,bio1,23,16,optimal,0.0,False,
GCF_000008185.1,119,106,77,bio1,24,17,optimal,0.0,False,
GCF_000009005.1,148,172,153,bio1,26,19,optimal,0.0,False,
GCF_000009025.1,100,89,84,bio1,21,14,optimal,0.0,False,
GCF_000008805.1,139,140,128,bio1,23,16,optimal,0.0,False,
GCF_000009185.1,137,134,102,bio1,25,18,optimal,0.0,False,
GCF_000009205.2,138,133,162,bio1,24,15,optimal,0.0,False,
GCF_000009385.1,118,111,91,bio1,24,17,optimal,0.0,False,
GCF_000009405.1,153,179,151,bio1,27,20,optimal,0.0,False,
GCF_000009425.1,135,128,113,bio1,25,18,optimal,0.0,False,
GCF_000009925.1,139,139,135,bio1,26,19,optimal,0.0,False,
GCF_000009945.1,113,100,49,bio1,24,17,optimal,0.0,False,
GCF_000009965.1,101,92,86,bio1,21,14,optimal,0.0,False,
GCF_000009605.1,109,94,77,bio1,22,15,optimal,0.0,False,
GCF_000009645.1,148,173,156,bio1,26,19,optimal,0.0,False,
GCF_000009665.1,148,173,153,bio1,26,19,optimal,0.0,False,
GCF_000009685.1,128,130,108,bio1,26,19,optimal,0.0,False,
GCF_000010005.1,134,132,106,bio1,26,19,optimal,0.0,False,
GCF_000009465.1,138,139,123,bio1,23,16,optimal,0.0,False,
GCF_000010185.1,111,98,79,bio1,23,16,optimal,0.0,False,
GCF_000010205.1,93,74,52,bio1,19,12,optimal,0.0,False,
GCF_000009845.1,82,66,22,bio1,19,12,optimal,0.0,False,
GCF_000009865.1,147,170,139,bio1,26,19,optimal,0.0,False,
GCF_000010085.1,144,151,132,bio1,23,16,optimal,0.0,False,
GCF_000010145.1,125,128,100,bio1,26,19,optimal,0.0,False,
GCF_000009545.1,132,128,117,bio1,24,17,optimal,0.0,False,
GCF_000009585.1,148,175,153,bio1,26,19,optimal,0.0,False,
GCF_000010265.1,134,130,139,bio1,22,15,optimal,0.0,False,
GCF_000010325.1,120,126,128,bio1,24,17,optimal,0.0,False,
GCF_000010345.1,129,132,163,bio1,26,19,optimal,0.0,False,
GCF_000010365.1,72,50,15,bio1,18,11,optimal,0.0,False,
GCF_000010405.1,121,104,94,bio1,23,16,optimal,0.0,False,
GCF_000010425.1,111,106,79,bio1,23,16,optimal,0.0,False,
GCF_000010445.1,148,173,153,bio1,26,19,optimal,0.0,False,
GCF_000010465.1,148,173,152,bio1,26,19,optimal,0.0,False,
GCF_000010645.1,99,88,68,bio1,21,14,optimal,0.0,False,
GCF_000010665.1,147,151,205,bio1,28,21,optimal,0.0,False,
GCF_000010505.1,126,110,75,bio1,24,17,optimal,0.0,False,
GCF_000010585.1,149,167,124,bio1,27,20,optimal,0.0,False,
GCF_000011165.1,112,98,47,bio1,24,17,optimal,0.0,False,
GCF_000011185.1,127,109,88,bio1,19,12,optimal,0.0,False,
GCF_000011205.1,132,121,116,bio1,21,14,optimal,0.0,False,
GCF_000011225.1,102,98,71,bio1,22,15,optimal,0.0,False,
GCF_000011005.1,131,108,135,bio1,22,15,optimal,0.0,False,
GCF_000011025.1,130,139,99,bio1,26,19,optimal,0.0,False,
GCF_000011045.1,128,134,147,bio1,23,16,optimal,0.0,False,
GCF_000011445.1,96,89,58,bio1,22,15,optimal,0.0,False,
GCF_000011465.1,117,104,79,bio1,22,15,optimal,0.0,False,
GCF_000011485.1,120,108,89,bio1,23,16,optimal,0.0,False,
GCF_000011505.1,148,175,154,bio1,26,19,optimal,0.0,False,
GCF_000011085.1,145,152,184,bio1,29,18,optimal,0.0,False,
GCF_000011105.1,88,82,68,bio1,20,13,optimal,0.0,False,
GCF_000011125.1,132,117,85,bio1,23,16,optimal,0.0,False,
GCF_000011265.1,148,173,154,bio1,26,19,optimal,0.0,False,
GCF_000011285.1,118,112,92,bio1,24,17,optimal,0.0,False,
GCF_000010785.1,122,122,132,bio1,24,17,optimal,0.0,False,
GCF_000010705.1,131,128,109,bio1,24,17,optimal,0.0,False,
GCF_000011345.1,136,133,114,bio1,24,17,optimal,0.0,False,
GCF_000011665.1,118,110,90,bio1,24,17,optimal,0.0,False,
GCF_000011685.1,134,142,111,bio1,26,19,optimal,0.0,False,
GCF_000011525.1,148,173,155,bio1,26,19,optimal,0.0,False,
GCF_000011585.1,111,94,113,bio1,22,15,optimal,0.0,False,
GCF_000011745.1,108,98,74,bio1,20,13,optimal,0.0,False,
GCF_000011785.1,145,145,112,bio1,27,18,optimal,0.0,False,
GCF_000012045.1,148,173,151,bio1,26,19,optimal,0.0,False,
GCF_000012085.2,96,87,41,bio1,22,15,optimal,0.0,False,
GCF_000012125.1,112,99,50,bio1,24,17,optimal,0.0,False,
GCF_000011905.1,100,88,87,bio1,21,14,optimal,0.0,False,
GCF_000011925.1,149,175,148,bio1,27,20,optimal,0.0,False,
GCF_000011945.1,113,95,70,bio1,19,12,optimal,0.0,False,
GCF_000012145.1,116,97,70,bio1,20,13,optimal,0.0,False,
GCF_000012165.2,118,113,91,bio1,24,17,optimal,0.0,False,
GCF_000012185.1,144,156,122,bio1,29,20,optimal,0.0,False,
GCF_000012545.1,112,85,78,bio1,21,14,optimal,0.0,False,
GCF_000012565.1,117,99,73,bio1,19,12,optimal,0.0,False,
GCF_000012585.1,130,120,114,bio1,23,16,optimal,0.0,False,
GCF_000012225.1,80,65,21,bio1,19,12,optimal,0.0,False,
GCF_000012285.1,136,124,113,bio1,24,15,optimal,0.0,False,
GCF_000011985.1,106,104,80,bio1,23,16,optimal,0.0,False,
GCF_000012465.1,113,102,82,bio1,22,15,optimal,0.0,False,
GCF_000012505.1,131,120,95,bio1,25,18,optimal,0.0,False,
GCF_000012625.1,129,121,97,bio1,25,18,optimal,0.0,False,
GCF_000012645.1,118,105,77,bio1,22,15,optimal,0.0,False,
GCF_000012665.1,139,141,167,bio1,26,19,optimal,0.0,False,
GCF_000012705.1,127,125,107,bio1,23,16,optimal,0.0,False,
GCF_000012765.1,98,88,55,bio1,22,15,optimal,0.0,False,
GCF_000012345.1,138,126,110,bio1,22,15,optimal,0.0,False,
GCF_000012385.1,102,86,64,bio1,20,13,optimal,0.0,False,
GCF_000012825.1,140,136,135,bio1,25,18,optimal,0.0,False,
GCF_000013185.1,108,95,69,bio1,20,13,optimal,0.0,False,
GCF_000013205.1,135,127,104,bio1,24,17,optimal,0.0,False,
GCF_000013225.1,136,130,106,bio1,24,17,optimal,0.0,False,
GCF_000013105.1,141,145,159,bio1,27,18,optimal,0.0,False,
GCF_000013125.1,120,101,79,bio1,20,13,optimal,0.0,False,
GCF_000013145.1,116,98,72,bio1,19,12,optimal,0.0,False,
GCF_000013165.1,103,93,70,bio1,19,12,optimal,0.0,False,
GCF_000012865.1,151,150,164,bio1,27,20,optimal,0.0,False,
GCF_000013505.1,116,108,90,bio1,23,16,optimal,0.0,False,
GCF_000013525.1,114,108,78,bio1,23,16,optimal,0.0,False,
GCF_000013545.1,118,111,90,bio1,24,17,optimal,0.0,False,
GCF_000013425.1,148,173,153,bio1,26,19,optimal,0.0,False,
GCF_000013445.1,125,105,130,bio1,22,15,optimal,0.0,False,
GCF_000013465.1,148,173,155,bio1,26,19,optimal,0.0,False,
GCF_000013485.1,117,112,82,bio1,24,17,optimal,0.0,False,
GCF_000013705.1,149,146,149,bio1,25,18,optimal,0.0,False,
GCF_000013725.1,112,92,89,bio1,22,15,optimal,0.0,False,
GCF_000013285.1,128,129,107,bio1,26,19,optimal,0.0,False,
GCF_000013345.1,150,159,173,bio1,24,17,optimal,0.0,False,
GCF_000013405.1,142,131,142,bio1,22,15,optimal,0.0,False,
GCF_000013945.1,133,123,127,bio1,23,16,optimal,0.0,False,
GCF_000013965.1,133,123,126,bio1,23,16,optimal,0.0,False,
GCF_000014345.1,93,76,56,bio1,19,12,optimal,0.0,False,
GCF_000014365.1,114,106,95,bio1,23,16,optimal,0.0,False,
GCF_000014385.1,116,118,100,bio1,23,16,optimal,0.0,False,
GCF_000014445.1,113,107,94,bio1,23,16,optimal,0.0,False,
GCF_000014465.1,126,124,104,bio1,23,16,optimal,0.0,False,
GCF_000014105.1,138,139,120,bio1,23,16,optimal,0.0,False,
GCF_000014125.1,128,119,109,bio1,25,18,optimal,0.0,False,
GCF_000014145.1,146,145,147,bio1,25,18,optimal,0.0,False,
GCF_000014185.1,147,150,180,bio1,25,18,optimal,0.0,False,
GCF_000014505.1,113,114,82,bio1,26,19,optimal,0.0,False,
GCF_000014525.1,131,132,133,bio1,24,17,optimal,0.0,False,
GCF_000014545.1,132,123,108,bio1,24,17,optimal,0.0,False,
GCF_000014725.1,124,110,114,bio1,21,14,optimal,0.0,False,
GCF_000014945.1,119,93,87,bio1,21,14,optimal,0.0,False,
GCF_000015105.1,127,111,94,bio1,23,16,optimal,0.0,False,
GCF_000015645.1,118,105,78,bio1,22,15,optimal,0.0,False,
GCF_000015665.1,116,103,75,bio1,22,15,optimal,0.0,False,
GCF_000015685.1,113,102,81,bio1,22,15,optimal,0.0,False,
GCF_000015705.1,117,108,90,bio1,24,17,optimal,0.0,False,
GCF_000014865.1,148,145,162,bio1,25,18,optimal,0.0,False,
GCF_000015145.1,104,94,78,bio1,23,16,optimal,0.0,False,
GCF_000015205.1,124,112,119,bio1,21,14,optimal,0.0,False,
GCF_000015385.1,101,93,65,bio1,23,16,optimal,0.0,False,
GCF_000015225.1,107,105,100,bio1,23,16,optimal,0.0,False,
GCF_000015265.1,155,165,239,bio1,25,18,optimal,0.0,False,
GCF_000015345.1,137,119,80,bio1,23,16,optimal,0.0,False,
GCF_000015485.1,147,154,182,bio1,28,21,optimal,0.0,False,
GCF_000015805.1,127,123,131,bio1,24,15,optimal,0.0,False,
GCF_000015825.1,125,103,124,bio1,22,15,optimal,0.0,False,
GCF_000015865.1,125,116,104,bio1,22,15,optimal,0.0,False,
GCF_000015765.1,110,87,96,bio1,21,14,optimal,0.0,False,
GCF_000015885.1,162,177,138,bio1,31,20,optimal,0.0,False,
GCF_000015945.1,100,90,76,bio1,21,14,optimal,0.0,False,
GCF_000016085.1,130,120,115,bio1,22,15,optimal,0.0,False,
GCF_000016125.1,112,96,114,bio1,22,15,optimal,0.0,False,
GCF_000016505.1,134,130,139,bio1,22,15,optimal,0.0,False,
GCF_000016525.1,119,91,90,bio1,21,14,optimal,0.0,False,
GCF_000016545.1,124,113,100,bio1,23,16,optimal,0.0,False,
GCF_000015965.1,118,105,77,bio1,22,15,optimal,0.0,False,
GCF_000016385.1,129,128,140,bio1,24,15,optimal,0.0,False,
GCF_000016605.1,138,128,120,bio1,23,16,optimal,0.0,False,
GCF_000016625.1,98,83,64,bio1,19,12,optimal,0.0,False,
GCF_000016425.1,148,151,195,bio1,25,18,optimal,0.0,False,
GCF_000016465.1,141,152,113,bio1,30,19,optimal,0.0,False,
GCF_000016485.1,141,149,102,bio1,31,20,optimal,0.0,False,
GCF_000016665.1,148,152,175,bio1,25,18,optimal,0.0,False,
GCF_000016705.1,98,88,80,bio1,21,14,optimal,0.0,False,
GCF_000016985.1,149,144,180,bio1,27,18,optimal,0.0,False,
GCF_000017025.1,132,132,139,bio1,25,18,optimal,0.0,False,
GCF_000017045.1,131,131,137,bio1,25,18,optimal,0.0,False,
GCF_000016785.1,119,112,108,bio1,21,14,optimal,0.0,False,
GCF_000016805.1,148,173,159,bio1,26,19,optimal,0.0,False,
GCF_000017065.1,135,134,147,bio1,25,18,optimal,0.0,False,
GCF_000017085.1,148,173,155,bio1,26,19,optimal,0.0,False,
GCF_000017105.1,138,130,100,bio1,22,15,optimal,0.0,False,
GCF_000017125.1,148,173,159,bio1,26,19,optimal,0.0,False,
GCF_000016905.1,112,103,95,bio1,21,14,optimal,0.0,False,
GCF_000016965.1,145,151,205,bio1,26,19,optimal,0.0,False,
GCF_000017165.1,115,97,111,bio1,22,15,optimal,0.0,False,
GCF_000017185.1,115,99,104,bio1,24,17,optimal,0.0,False,
GCF_000016825.1,127,121,97,bio1,24,17,optimal,0.0,False,
GCF_000017225.1,117,97,110,bio1,22,15,optimal,0.0,False,
GCF_000017245.1,156,166,153,bio1,32,21,optimal,0.0,False,
GCF_000018205.1,115,96,71,bio1,20,13,optimal,0.0,False,
GCF_000018225.1,98,83,66,bio1,19,12,optimal,0.0,False,
GCF_000018245.1,106,90,67,bio1,20,13,optimal,0.0,False,
GCF_000017625.1,121,99,117,bio1,23,16,optimal,0.0,False,
GCF_000017545.1,124,113,100,bio1,21,14,optimal,0.0,False,
GCF_000017945.1,116,102,65,bio1,22,15,optimal,0.0,False,
GCF_000018425.1,117,113,124,bio1,24,15,optimal,0.0,False,
GCF_000018465.1,112,96,80,bio1,20,13,optimal,0.0,False,
GCF_000018485.1,112,96,111,bio1,22,15,optimal,0.0,False,
GCF_000017805.1,148,153,176,bio1,26,19,optimal,0.0,False,
GCF_000017865.1,120,112,114,bio1,21,14,optimal,0.0,False,
GCF_000018305.1,143,126,102,bio1,22,15,optimal,0.0,False,
GCF_000018325.1,121,111,114,bio1,21,14,optimal,0.0,False,
GCF_000018125.1,116,112,89,bio1,24,17,optimal,0.0,False,
GCF_000018065.1,116,104,76,bio1,22,15,optimal,0.0,False,
GCF_000018365.1,97,86,82,bio1,21,14,optimal,0.0,False,
GCF_000018405.1,146,140,176,bio1,25,16,optimal,0.0,False,
GCF_000018965.1,114,106,102,bio1,23,16,optimal,0.0,False,
GCF_000018985.1,114,105,94,bio1,23,16,optimal,0.0,False,
GCF_000019005.1,114,107,99,bio1,23,16,optimal,0.0,False,
GCF_000019025.1,114,107,98,bio1,23,16,optimal,0.0,False,
GCF_000018685.1,139,141,158,bio1,26,19,optimal,0.0,False,
GCF_000018745.1,140,129,102,bio1,22,15,optimal,0.0,False,
GCF_000018785.1,117,105,70,bio1,23,16,optimal,0.0,False,
GCF_000018945.1,120,113,118,bio1,22,15,optimal,0.0,False,
GCF_000019225.1,153,163,139,bio1,25,18,optimal,0.0,False,
GCF_000019245.4,132,135,148,bio1,24,17,optimal,0.0,False,
GCF_000019265.1,113,103,94,bio1,23,16,optimal,0.0,False,
GCF_000019305.1,135,135,149,bio1,25,18,optimal,0.0,False,
GCF_000019345.1,82,72,40,bio1,21,14,optimal,0.0,False,
GCF_000019065.1,127,120,104,bio1,23,16,optimal,0.0,False,
GCF_000019085.1,128,121,96,bio1,23,16,optimal,0.0,False,
GCF_000019165.1,134,140,128,bio1,24,17,optimal,0.0,False,
GCF_000019205.1,123,116,97,bio1,25,18,optimal,0.0,False,
GCF_000018605.1,127,115,119,bio1,21,14,optimal,0.0,False,
GCF_000019705.1,93,81,35,bio1,22,15,optimal,0.0,False,
GCF_000019745.1,130,116,96,bio1,22,15,optimal,0.0,False,
GCF_000019625.1,120,115,115,bio1,22,15,optimal,0.0,False,
GCF_000019665.1,131,140,128,bio1,24,17,optimal,0.0,False,
GCF_000019685.1,102,90,47,bio1,22,15,optimal,0.0,False,
GCF_000019545.1,132,134,148,bio1,25,18,optimal,0.0,False,
GCF_000019605.1,122,110,89,bio1,22,15,optimal,0.0,False,
GCF_000019805.1,117,103,102,bio1,19,12,optimal,0.0,False,
GCF_000019825.1,114,105,87,bio1,23,16,optimal,0.0,False,
GCF_000019965.1,145,142,169,bio1,24,17,optimal,0.0,False,
GCF_000019985.1,114,106,92,bio1,23,16,optimal,0.0,False,
GCF_000020005.1,129,127,131,bio1,23,16,optimal,0.0,False,
GCF_000019405.1,158,155,120,bio1,28,19,optimal,0.0,False,
GCF_000019865.1,140,128,100,bio1,22,15,optimal,0.0,False,
GCF_000019885.1,136,126,98,bio1,21,14,optimal,0.0,False,
GCF_000019905.1,152,161,129,bio1,25,18,optimal,0.0,False,
GCF_000020065.1,85,74,78,bio1,21,14,optimal,0.0,False,
GCF_000020285.1,133,134,122,bio1,25,18,optimal,0.0,False,
GCF_000020305.1,114,97,73,bio1,19,12,optimal,0.0,False,
GCF_000020325.1,122,119,108,bio1,23,16,optimal,0.0,False,
GCF_000020145.1,108,98,63,bio1,23,16,optimal,0.0,False,
GCF_000020165.1,134,135,128,bio1,25,18,optimal,0.0,False,
GCF_000020565.1,84,69,44,bio1,20,13,optimal,0.0,False,
GCF_000020425.1,115,111,97,bio1,23,16,optimal,0.0,False,
GCF_000020485.1,130,117,109,bio1,22,15,optimal,0.0,False,
GCF_000020225.1,128,124,104,bio1,24,17,optimal,0.0,False,
GCF_000020345.1,134,134,142,bio1,25,18,optimal,0.0,False,
GCF_000020605.1,122,114,117,bio1,22,15,optimal,0.0,False,
GCF_000020625.1,136,130,136,bio1,22,15,optimal,0.0,False,
GCF_000020765.1,112,104,95,bio1,23,16,optimal,0.0,False,
GCF_000020785.1,121,119,119,bio1,22,15,optimal,0.0,False,
GCF_000020945.1,103,95,75,bio1,22,15,optimal,0.0,False,
GCF_000020965.1,122,113,82,bio1,24,17,optimal,0.0,False,
GCF_000020985.1,124,118,127,bio1,22,15,optimal,0.0,False,
GCF_000020905.1,95,85,64,bio1,21,14,optimal,0.0,False,
GCF_000021085.1,109,94,77,bio1,22,15,optimal,0.0,False,
GCF_000021185.1,137,142,157,bio1,25,18,optimal,0.0,False,
GCF_000021385.1,140,138,173,bio1,27,18,optimal,0.0,False,
GCF_000021405.1,96,87,38,bio1,22,15,optimal,0.0,False,
GCF_000021425.1,110,102,81,bio1,22,15,optimal,0.0,False,
GCF_000021025.1,160,160,175,bio1,28,19,optimal,0.0,False,
GCF_000021065.1,109,94,77,bio1,22,15,optimal,0.0,False,
GCF_000021265.1,82,72,41,bio1,21,14,optimal,0.0,False,
GCF_000021525.1,108,87,70,bio1,20,13,optimal,0.0,False,
GCF_000021285.1,114,104,93,bio1,21,14,optimal,0.0,False,
GCF_000021645.1,121,112,79,bio1,23,16,optimal,0.0,False,
GCF_000021685.1,137,139,136,bio1,22,15,optimal,0.0,False,
GCF_000021725.1,119,117,111,bio1,25,18,optimal,0.0,False,
GCF_000021545.1,123,118,106,bio1,23,16,optimal,0.0,False,
GCF_000021565.1,122,122,118,bio1,23,16,optimal,0.0,False,
GCF_000021965.1,119,100,121,bio1,23,16,optimal,0.0,False,
GCF_000022065.1,120,111,92,bio1,21,14,optimal,0.0,False,
GCF_000022105.1,125,120,107,bio1,23,16,optimal,0.0,False,
GCF_000022125.1,143,146,169,bio1,28,19,optimal,0.0,False,
GCF_000022385.1,135,125,133,bio1,22,15,optimal,0.0,False,
GCF_000022405.1,140,132,131,bio1,25,18,optimal,0.0,False,
GCF_000022425.1,140,134,139,bio1,25,18,optimal,0.0,False,
GCF_000022445.1,136,124,130,bio1,23,16,optimal,0.0,False,
GCF_000022465.1,136,127,133,bio1,23,16,optimal,0.0,False,
GCF_000022485.1,136,127,135,bio1,23,16,optimal,0.0,False,
GCF_000022525.1,103,92,68,bio1,19,12,optimal,0.0,False,
GCF_000022025.1,153,176,191,bio1,27,20,optimal,0.0,False,
GCF_000022545.1,102,94,86,bio1,21,14,optimal,0.0,False,
GCF_000022605.2,111,97,64,bio1,22,15,optimal,0.0,False,
GCF_000022325.1,123,112,94,bio1,23,16,optimal,0.0,False,
GCF_000022365.1,107,96,88,bio1,20,13,optimal,0.0,False,
GCF_000022705.1,110,104,82,bio1,22,15,optimal,0.0,False,
GCF_000022765.1,132,133,141,bio1,25,18,optimal,0.0,False,
GCF_000022285.1,107,97,74,bio1,20,13,optimal,0.0,False,
GCF_000022185.1,148,147,167,bio1,23,16,optimal,0.0,False,
GCF_000022205.1,143,153,147,bio1,25,18,optimal,0.0,False,
GCF_000022965.1,110,104,83,bio1,22,15,optimal,0.0,False,
GCF_000022985.1,147,153,122,bio1,29,20,optimal,0.0,False,
GCF_000023005.1,110,90,71,bio1,19,12,optimal,0.0,False,
GCF_000022785.1,114,94,67,bio1,19,12,optimal,0.0,False,
GCF_000022825.1,164,180,188,bio1,28,19,optimal,0.0,False,
GCF_000022925.1,137,142,161,bio1,25,18,optimal,0.0,False,
GCF_000023225.1,143,150,174,bio1,29,20,optimal,0.0,False,
GCF_000023085.1,133,138,137,bio1,27,20,optimal,0.0,False,
GCF_000023705.1,139,140,140,bio1,24,17,optimal,0.0,False,
GCF_000023765.2,112,101,78,bio1,22,15,optimal,0.0,False,
GCF_000023825.1,151,152,163,bio1,26,19,optimal,0.0,False,
GCF_000023845.1,120,110,86,bio1,25,16,optimal,0.0,False,
GCF_000023325.1,120,115,115,bio1,21,14,optimal,0.0,False,
GCF_000023885.1,141,142,159,bio1,28,19,optimal,0.0,False,
GCF_000023905.1,122,110,92,bio1,23,16,optimal,0.0,False,
GCF_000023925.1,145,148,130,bio1,23,16,optimal,0.0,False,
GCF_000023945.1,145,145,128,bio1,24,17,optimal,0.0,False,
GCF_000023965.1,145,153,131,bio1,28,17,optimal,0.0,False,
GCF_000023985.1,107,92,84,bio1,21,14,optimal,0.0,False,
GCF_000024185.1,125,103,89,bio1,24,17,optimal,0.0,False,
GCF_000024205.1,136,122,132,bio1,22,15,optimal,0.0,False,
GCF_000024225.1,114,106,75,bio1,24,17,optimal,0.0,False,
GCF_000024245.1,130,123,96,bio1,23,16,optimal,0.0,False,
GCF_000023445.1,144,155,200,bio1,29,22,optimal,0.0,False,
GCF_000024105.1,133,124,87,bio1,26,19,optimal,0.0,False,
GCF_000024145.1,112,99,48,bio1,24,17,optimal,0.0,False,
GCF_000024065.1,148,164,148,bio1,26,19,optimal,0.0,False,
GCF_000024085.1,148,141,138,bio1,24,17,optimal,0.0,False,
GCF_000024565.1,105,97,64,bio1,22,15,optimal,0.0,False,
GCF_000024585.1,148,172,152,bio1,26,19,optimal,0.0,False,
GCF_000024605.1,109,107,105,bio1,22,15,optimal,0.0,False,
GCF_000024625.1,107,90,92,bio1,20,13,optimal,0.0,False,
GCF_000024325.1,138,144,140,bio1,28,19,optimal,0.0,False,
GCF_000024445.1,122,115,92,bio1,23,16,optimal,0.0,False,
GCF_000024505.1,114,97,71,bio1,19,12,optimal,0.0,False,
GCF_000024405.1,132,126,170,bio1,23,16,optimal,0.0,False,
GCF_000024425.1,141,137,128,bio1,20,13,optimal,0.0,False,
GCF_000025205.1,101,96,64,bio1,23,16,optimal,0.0,False,
GCF_000025225.2,103,91,62,bio1,22,15,optimal,0.0,False,
GCF_000025245.1,110,104,82,bio1,22,15,optimal,0.0,False,
GCF_000024905.1,113,108,88,bio1,24,17,optimal,0.0,False,
GCF_000024745.1,137,124,121,bio1,22,15,optimal,0.0,False,
GCF_000024665.1,130,121,101,bio1,25,18,optimal,0.0,False,
GCF_000024985.1,142,145,155,bio1,23,16,optimal,0.0,False,
GCF_000025005.1,144,146,130,bio1,23,16,optimal,0.0,False,
GCF_000025025.1,98,87,83,bio1,21,14,optimal,0.0,False,
GCF_000025365.1,92,82,49,bio1,21,14,optimal,0.0,False,
GCF_000025385.1,92,83,50,bio1,21,14,optimal,0.0,False,
GCF_000025045.1,138,135,121,bio1,25,18,optimal,0.0,False,
GCF_000025085.1,148,173,149,bio1,26,19,optimal,0.0,False,
GCF_000025105.1,120,113,109,bio1,23,16,optimal,0.0,False,
GCF_000025125.1,106,88,58,bio1,22,15,optimal,0.0,False,
